Description	Resource	Path	Location	Type
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 227	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 231	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 231	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 231	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 233	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 233	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 235	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 235	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 235	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 236	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 236	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 236	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 240	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 240	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 240	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 243	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 243	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 243	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 251	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 251	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 251	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 265	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 265	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 265	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 269	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 269	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 269	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 271	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 271	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 273	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 273	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 273	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 274	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 274	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 274	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 278	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 278	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 278	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 281	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 281	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 281	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 285	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 287	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 287	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 287	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 289	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 289	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 289	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 296	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 296	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 296	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	GPTM.c	/Mega_Project/MCAL/GPTM	line 297	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 297	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 297	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 297	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 299	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 299	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 299	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 301	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 301	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 303	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 303	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 303	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 304	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 304	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 304	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 308	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 308	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 308	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 311	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 311	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 311	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 315	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 317	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 317	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 317	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 319	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 319	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 319	C/C++ Problem
